Category,Price,Rating,Stock,Discount
,5352.0,3.931256859047153,In Stock,9.0
,4269.0,,In Stock,26.0
A,5315.0,2.162387429485835,,49.0
,4300.0,,Out of Stock,23.0
,,4.557730651020935,In Stock,27.0
A,4823.0,,In Stock,35.0
,7285.0,,In Stock,9.0
A,2090.0,,Out of Stock,4.0
,7018.0,,In Stock,20.0
B,9607.0,4.78979544988489,,10.0
B,3178.0,4.16597742839049,In Stock,20.0
B,1378.0,4.810703849967366,In Stock,42.0
D,2469.0,,In Stock,47.0
A,2053.0,3.317306004614981,In Stock,
,9449.0,,In Stock,12.0
B,7574.0,4.5977691516254655,Out of Stock,28.0
B,2629.0,,In Stock,28.0
,9443.0,4.430256737564136,In Stock,16.0
C,9149.0,,Out of Stock,30.0
D,,,,0.0
,8110.0,,Out of Stock,12.0
,5001.0,3.111345273381468,Out of Stock,6.0
,4945.0,3.102738577398457,In Stock,27.0
A,5065.0,,Out of Stock,
B,1425.0,3.747818332982504,In Stock,40.0
A,8714.0,4.053873780279593,In Stock,
,9964.0,,,36.0
A,7245.0,3.9261514758031044,,14.0
,1493.0,3.9007234309744616,Out of Stock,18.0
D,5681.0,4.728030580616512,Out of Stock,39.0
,698.0,,Out of Stock,8.0
,8109.0,,In Stock,40.0
,1475.0,,Out of Stock,3.0
,103.0,,,16.0
C,5350.0,4.408158703019483,Out of Stock,27.0
,4344.0,4.158135045472835,,12.0
B,6216.0,3.8855638819311484,Out of Stock,10.0
B,7410.0,,Out of Stock,11.0
,908.0,,,12.0
,5949.0,,,32.0
,4348.0,4.831264995979131,In Stock,37.0
,2425.0,1.280146153126628,,34.0
D,6698.0,,,
,1951.0,1.283084494896114,Out of Stock,38.0
C,8300.0,1.3464045241387241,,29.0
,3888.0,3.038160198339047,,20.0
C,4005.0,2.026526908336027,Out of Stock,40.0
A,9854.0,2.6947868159588557,Out of Stock,3.0
,1064.0,,,14.0
B,8598.0,4.07081049373118,Out of Stock,29.0
,6216.0,,In Stock,14.0
,4776.0,3.879422821658204,,36.0
,1856.0,1.8404630401103774,Out of Stock,31.0
D,3555.0,1.2286097038283836,In Stock,
,2607.0,,In Stock,21.0
,,,Out of Stock,
C,7122.0,,In Stock,1.0
,6550.0,1.4503517042455574,Out of Stock,23.0
C,1366.0,4.711987441424158,,38.0
C,7081.0,,,24.0
,577.0,,,20.0
,8936.0,1.9344745859984824,,13.0
,823.0,1.0943129812326209,In Stock,44.0
C,3458.0,,In Stock,6.0
A,9852.0,2.0239450414525084,Out of Stock,26.0
,8394.0,,Out of Stock,12.0
B,5579.0,,Out of Stock,
,6696.0,,,0.0
,9038.0,3.7929913168490597,Out of Stock,49.0
B,5575.0,3.8306381313926408,,28.0
C,2934.0,,In Stock,28.0
,4907.0,,Out of Stock,
,2359.0,1.2347487005577764,Out of Stock,
B,3064.0,2.9747131160007165,In Stock,13.0
,9689.0,3.8981763587585587,,47.0
C,3017.0,3.3983625620375095,In Stock,47.0
,1186.0,3.2146205823279583,Out of Stock,38.0
,,2.0467789227658466,Out of Stock,8.0
,597.0,3.7920084424757428,In Stock,47.0
,9172.0,,,
A,5842.0,,Out of Stock,40.0
,9693.0,2.7605836007193187,,47.0
,2780.0,,In Stock,
,1160.0,4.232012628042476,In Stock,25.0
,,3.1252566517157514,In Stock,
,2373.0,,Out of Stock,10.0
B,8478.0,,,38.0
,2885.0,3.2921873678322506,,4.0
,1871.0,2.699047462439864,Out of Stock,27.0
D,9802.0,,In Stock,36.0
,9101.0,,Out of Stock,1.0
,8077.0,3.1106982030759687,Out of Stock,20.0
,878.0,,,10.0
,4470.0,,,49.0
,9895.0,3.5886480817394473,In Stock,5.0
,1400.0,4.13023903283565,In Stock,
A,244.0,2.2639855950777465,In Stock,4.0
,7247.0,,Out of Stock,16.0
,860.0,4.764904531677262,,18.0
,9078.0,3.200384235041743,In Stock,30.0
A,9997.0,,,27.0
,9958.0,4.163330985704734,,1.0
,3894.0,,In Stock,15.0
D,5901.0,3.3303753402358907,In Stock,31.0
,1746.0,,In Stock,34.0
C,7019.0,2.3017552754388166,,41.0
,4316.0,,Out of Stock,11.0
B,3019.0,3.434520377922623,In Stock,44.0
,1898.0,1.0620023583273537,Out of Stock,0.0
D,4042.0,2.9266623201528126,Out of Stock,35.0
B,,1.3770460936552333,,35.0
,3807.0,2.7887181264676757,Out of Stock,15.0
,1871.0,3.3555289088493985,,43.0
D,5843.0,,Out of Stock,24.0
,2462.0,2.142589530356789,Out of Stock,
,5671.0,,Out of Stock,35.0
,2163.0,,In Stock,2.0
B,141.0,2.0441359764942715,In Stock,15.0
,5263.0,,,10.0
C,3097.0,,Out of Stock,28.0
,6903.0,,Out of Stock,12.0
,8516.0,3.544980061905084,,11.0
,4207.0,1.3190225092970267,Out of Stock,3.0
,9598.0,3.6990772308013677,In Stock,7.0
,9792.0,1.743031066654968,Out of Stock,26.0
C,2463.0,2.946698992249034,In Stock,45.0
B,6103.0,1.6178056362897633,Out of Stock,45.0
,4967.0,2.4686098995300174,,41.0
,8872.0,2.3286951768216313,,13.0
,9765.0,,,19.0
,9650.0,,,24.0
,1493.0,,Out of Stock,36.0
,1462.0,,In Stock,0.0
,2642.0,,In Stock,23.0
,7573.0,4.489969795904603,Out of Stock,22.0
,3785.0,1.384911857102992,In Stock,2.0
,7431.0,2.221917332176673,Out of Stock,10.0
A,3885.0,,In Stock,1.0
,,,Out of Stock,4.0
,2054.0,4.020705694779065,In Stock,2.0
,2294.0,,In Stock,1.0
,5652.0,,Out of Stock,4.0
C,4468.0,,,40.0
A,4861.0,2.3943292243885295,In Stock,14.0
,8509.0,,,32.0
,,1.6075212298906587,,14.0
,213.0,1.3093390809044458,In Stock,30.0
D,6302.0,,Out of Stock,40.0
,4599.0,2.7059196992070778,,16.0
,1054.0,,In Stock,17.0
B,6431.0,,In Stock,4.0
,6437.0,2.0235713549373444,,33.0
C,8137.0,,Out of Stock,1.0
,2935.0,,In Stock,10.0
C,5273.0,2.4136879303418004,,10.0
,4077.0,,Out of Stock,16.0
,3385.0,,,31.0
,6143.0,,,11.0
,4185.0,,In Stock,13.0
,4962.0,3.1205871463083,Out of Stock,46.0
,2341.0,,,19.0
D,3945.0,1.8739167375959838,,36.0
,2806.0,3.0925302074740255,Out of Stock,28.0
D,6057.0,4.7043689461398674,In Stock,48.0
,9011.0,,In Stock,
,3978.0,2.4124411276526287,In Stock,32.0
,1707.0,,,
,855.0,,Out of Stock,7.0
,1279.0,4.968169215602468,Out of Stock,36.0
,8705.0,4.899799221719233,In Stock,23.0
,7317.0,1.1599733180216578,,0.0
,9972.0,,Out of Stock,15.0
,4194.0,,Out of Stock,36.0
,1152.0,,Out of Stock,
,1155.0,,In Stock,38.0
C,7400.0,2.7941732006435323,In Stock,18.0
B,1241.0,3.7281744313784952,In Stock,9.0
,4774.0,2.311133033991066,Out of Stock,14.0
,9789.0,3.9793901994925465,In Stock,14.0
B,6906.0,,Out of Stock,41.0
,5383.0,3.0936229253617693,In Stock,27.0
,7721.0,4.973106647688812,Out of Stock,34.0
C,,1.3034647208011507,Out of Stock,7.0
,4789.0,,Out of Stock,0.0
D,,,In Stock,40.0
,3855.0,,Out of Stock,46.0
B,1697.0,,,4.0
,3227.0,,Out of Stock,42.0
A,8483.0,,In Stock,
,687.0,1.7881303191254316,In Stock,25.0
,8073.0,,Out of Stock,4.0
A,7280.0,2.1538050811043083,Out of Stock,23.0
,1124.0,1.2976940551116578,,29.0
,4419.0,,In Stock,13.0
,8891.0,,In Stock,37.0
B,247.0,3.751445773882014,,10.0
,9324.0,3.0258327040958526,Out of Stock,37.0
,4905.0,1.5005831202258748,,7.0
,7605.0,,Out of Stock,4.0
D,1237.0,1.2792889346805976,,44.0
D,4000.0,4.494689665649405,,
D,5788.0,3.940537273570595,,37.0
B,7356.0,1.8205936286494948,In Stock,11.0
,1061.0,4.202112381149515,Out of Stock,8.0
,2302.0,,In Stock,8.0
,5634.0,,Out of Stock,46.0
,7297.0,,,4.0
,5207.0,4.598479016881183,Out of Stock,3.0
,561.0,1.2154389122708573,In Stock,
,922.0,,Out of Stock,
,6349.0,3.732495825709702,Out of Stock,
D,7719.0,1.955424858669331,In Stock,39.0
,186.0,4.187301300227221,,24.0
,2971.0,1.6620358271642193,In Stock,10.0
,4495.0,,,4.0
,5672.0,3.1526870566665437,,27.0
,7487.0,,In Stock,21.0
D,8989.0,,,6.0
,483.0,4.946046913380037,In Stock,32.0
,6710.0,1.791122243046598,Out of Stock,27.0
C,1685.0,,,6.0
,6014.0,,Out of Stock,14.0
A,5261.0,4.32659017047942,Out of Stock,12.0
C,3481.0,3.0417259970879957,In Stock,26.0
B,6090.0,,In Stock,21.0
C,9574.0,,In Stock,45.0
,9464.0,1.9762456289176473,Out of Stock,40.0
,3074.0,1.0645103511375225,In Stock,34.0
,5674.0,1.1281011831664922,In Stock,49.0
,2271.0,1.5990502241484132,Out of Stock,20.0
,347.0,,,41.0
,4847.0,2.7226170283623694,,3.0
,329.0,4.5464686714966085,In Stock,48.0
A,7150.0,2.9775348341038668,In Stock,12.0
,8468.0,,,24.0
,9742.0,4.371794267225391,Out of Stock,20.0
B,2659.0,4.690972541448483,,32.0
C,2396.0,2.573546955964143,,0.0
,528.0,,In Stock,17.0
,1827.0,,Out of Stock,37.0
A,4385.0,2.9043208730632593,,2.0
C,6576.0,,In Stock,23.0
,2821.0,1.6166706211073825,,14.0
C,,,,32.0
,6812.0,,In Stock,26.0
A,8754.0,,In Stock,7.0
,5077.0,,,10.0
,4175.0,,,8.0
,8341.0,1.0324647678890266,In Stock,15.0
,6138.0,,,18.0
,1973.0,,In Stock,6.0
,7355.0,2.4534114338249173,Out of Stock,5.0
B,906.0,2.2542244098885296,Out of Stock,25.0
D,8779.0,,,26.0
,124.0,,In Stock,19.0
,5408.0,3.7727880550346833,Out of Stock,19.0
C,4501.0,2.295327988510453,In Stock,
D,7053.0,4.346376620059969,In Stock,31.0
,3751.0,4.822191171866065,,
,9833.0,,In Stock,26.0
A,8339.0,3.5583160168704246,In Stock,22.0
C,1884.0,,,38.0
D,6107.0,,,24.0
C,1258.0,4.516189227185093,Out of Stock,37.0
,5039.0,4.016191570603867,In Stock,28.0
,3074.0,3.5850641811405457,Out of Stock,24.0
A,3020.0,3.3865934001566265,In Stock,28.0
,2271.0,4.477057358676351,In Stock,13.0
A,640.0,,,26.0
C,1521.0,,,42.0
,6878.0,2.7558734658999025,In Stock,19.0
D,2674.0,,In Stock,
,924.0,,,49.0
,8067.0,3.479179341562088,,20.0
,,,In Stock,12.0
C,6491.0,3.65187530877077,Out of Stock,18.0
D,5957.0,,In Stock,35.0
,,3.2242333248081465,Out of Stock,40.0
,4393.0,,Out of Stock,48.0
D,263.0,,Out of Stock,19.0
,6311.0,4.3051053602937595,In Stock,2.0
,873.0,,Out of Stock,
D,5053.0,,Out of Stock,5.0
,1641.0,,Out of Stock,41.0
,1140.0,,In Stock,43.0
,1689.0,,In Stock,28.0
A,5690.0,2.5306474795298133,In Stock,42.0
,9250.0,2.06503899208319,In Stock,2.0
D,6666.0,3.164385411443798,In Stock,36.0
,2146.0,1.489775648756209,In Stock,27.0
,9210.0,1.844376017058151,,7.0
,4103.0,2.0969191182684384,In Stock,14.0
,3301.0,,Out of Stock,3.0
A,5398.0,2.939921335737986,In Stock,31.0
,7066.0,,,21.0
,2048.0,4.117404863857483,,
D,446.0,2.8140453322401124,Out of Stock,17.0
B,8127.0,,Out of Stock,26.0
,3012.0,1.0381283794275564,In Stock,12.0
,5693.0,,In Stock,17.0
A,9456.0,1.2277164148513249,In Stock,40.0
A,1832.0,,In Stock,26.0
,7640.0,1.035964940597223,Out of Stock,34.0
,9980.0,,Out of Stock,1.0
C,7511.0,,Out of Stock,33.0
,1025.0,,In Stock,5.0
,5867.0,4.133114890390129,,18.0
,1907.0,,,16.0
,2886.0,2.351454032973133,In Stock,7.0
,3733.0,3.195066628364668,Out of Stock,22.0
D,7288.0,,In Stock,8.0
D,9390.0,1.736712394123578,Out of Stock,4.0
,9037.0,,Out of Stock,
,102.0,4.4675534523641405,Out of Stock,19.0
A,580.0,,,17.0
,1870.0,1.0479042074208431,,15.0
,9076.0,2.501426447505471,,34.0
,7248.0,3.5750765192168554,In Stock,34.0
,4394.0,2.605273974754714,,31.0
,5408.0,2.3784373373394687,,4.0
,1642.0,,In Stock,13.0
C,5458.0,2.0976762886329543,Out of Stock,
C,6387.0,4.992309231031239,In Stock,
,9702.0,2.449885496021085,In Stock,48.0
,5335.0,2.5447387249469835,Out of Stock,25.0
,7985.0,,Out of Stock,1.0
,9788.0,1.1239669344008978,In Stock,40.0
,1362.0,,In Stock,15.0
C,3225.0,,,
D,9180.0,3.8598796191547,In Stock,23.0
,7287.0,,In Stock,27.0
,3687.0,2.9295164465244095,Out of Stock,11.0
C,2087.0,2.6473426988442728,In Stock,37.0
,,4.802708673665242,In Stock,43.0
C,4756.0,1.6202610430992501,In Stock,
D,6464.0,2.8568538173495375,In Stock,
D,1947.0,,In Stock,42.0
A,7681.0,2.873701777286475,In Stock,33.0
B,8761.0,,In Stock,9.0
A,5528.0,,,35.0
,2191.0,2.414634683159434,In Stock,37.0
,5661.0,,Out of Stock,3.0
,880.0,4.883646612012302,,24.0
B,855.0,2.8235123602780026,,
,2420.0,,,25.0
,2291.0,4.941379645712672,In Stock,1.0
,7224.0,4.0295406929919775,Out of Stock,41.0
A,4878.0,,Out of Stock,3.0
D,1136.0,,In Stock,47.0
,,3.5032041750093557,,14.0
,7435.0,,,7.0
,7807.0,4.791218809574549,,46.0
,8874.0,2.0949644475989655,Out of Stock,48.0
,6348.0,,,40.0
,2585.0,,In Stock,40.0
,8681.0,2.587151907749907,Out of Stock,28.0
,6359.0,3.1004180410766056,,17.0
,8410.0,3.9562497945022463,,7.0
,8964.0,2.8540820764629067,Out of Stock,
,,,Out of Stock,25.0
,1888.0,,In Stock,37.0
,6110.0,,Out of Stock,43.0
,3526.0,,,8.0
,7199.0,2.534106499356928,In Stock,42.0
,9439.0,,In Stock,32.0
,5097.0,1.9878853605766764,In Stock,41.0
,8031.0,4.02576674571737,,48.0
,2205.0,1.2603274575957966,In Stock,
,3240.0,2.865361847955119,In Stock,8.0
B,3263.0,,Out of Stock,30.0
,1322.0,1.591617818524301,,24.0
,3261.0,,In Stock,36.0
,9392.0,,,7.0
,3833.0,3.8649010220606863,,48.0
,,3.7143606895435517,,37.0
,1962.0,1.8827437578112338,,
,2266.0,2.5335176054943402,,6.0
,8889.0,3.369023777761577,In Stock,7.0
,270.0,4.5853425039459585,,16.0
C,3231.0,4.696794471135064,,44.0
D,981.0,1.9990547209985157,In Stock,18.0
,8654.0,,,45.0
,1253.0,,,20.0
,824.0,1.068409356968436,In Stock,4.0
,3638.0,2.148976318271475,,14.0
,740.0,,,49.0
D,3768.0,1.2637828993988798,In Stock,40.0
,9185.0,,Out of Stock,9.0
,6373.0,4.607664799574657,Out of Stock,26.0
C,2408.0,,Out of Stock,48.0
A,6998.0,4.864179522411147,In Stock,16.0
,2074.0,3.324158950774632,Out of Stock,27.0
,7533.0,,In Stock,
,206.0,,Out of Stock,24.0
A,4726.0,4.108624763502121,Out of Stock,44.0
,5783.0,4.592684610733773,In Stock,17.0
,1560.0,3.934529854310497,Out of Stock,31.0
A,9918.0,1.1189678825013107,,40.0
,2030.0,3.764782582422766,,16.0
D,3745.0,,,
,4900.0,,In Stock,4.0
,5737.0,,,41.0
,7045.0,,Out of Stock,30.0
A,2748.0,2.1759963657797043,In Stock,22.0
,4714.0,4.4524719423634656,In Stock,33.0
B,2013.0,,Out of Stock,
,1394.0,,In Stock,31.0
,7465.0,,Out of Stock,33.0
,7701.0,,In Stock,41.0
C,4894.0,2.511933277495864,Out of Stock,33.0
A,4843.0,,Out of Stock,9.0
,8736.0,,Out of Stock,13.0
B,9120.0,1.5070273734376616,,39.0
,2427.0,,Out of Stock,39.0
,4535.0,3.7337184556971392,,20.0
C,2330.0,3.5882837468157835,Out of Stock,19.0
,1218.0,1.382636404743907,In Stock,14.0
,7142.0,4.814401443249402,In Stock,2.0
A,9622.0,,,28.0
,9258.0,1.5928309476311715,In Stock,45.0
A,5072.0,1.308485154176156,,15.0
,3168.0,,,5.0
A,6649.0,,Out of Stock,9.0
A,7425.0,3.9309876215183652,Out of Stock,24.0
,8623.0,3.274424870172603,,30.0
D,4867.0,,In Stock,5.0
,3405.0,3.2177313525107145,In Stock,40.0
,4240.0,,In Stock,48.0
,341.0,2.752335863420391,,21.0
,4403.0,,In Stock,49.0
,9457.0,1.1215115410195984,Out of Stock,
,5292.0,3.5584051525690197,Out of Stock,25.0
,4072.0,4.609600420587909,In Stock,11.0
D,4191.0,,In Stock,43.0
,3027.0,,Out of Stock,0.0
,2249.0,,In Stock,49.0
,8792.0,,In Stock,18.0
,4287.0,2.5977667620215805,Out of Stock,44.0
,3523.0,2.500812480612023,Out of Stock,32.0
D,979.0,,,27.0
,,4.464205060322536,,45.0
,614.0,3.4127148718200613,,28.0
D,2424.0,3.0393797248819894,Out of Stock,32.0
A,5817.0,3.1619715145318223,,24.0
,9563.0,1.1032034978136416,Out of Stock,9.0
D,6712.0,,,36.0
,2864.0,1.3749623354943838,In Stock,46.0
,5196.0,3.5303228487154086,Out of Stock,35.0
A,8066.0,2.094705204383652,Out of Stock,21.0
D,3106.0,4.48909938227105,,34.0
D,7814.0,4.75101557951775,In Stock,23.0
,4678.0,3.5208678043045474,In Stock,42.0
,6026.0,,In Stock,40.0
,5711.0,1.6378309012842496,,41.0
,9460.0,3.2999186080605987,In Stock,34.0
,2352.0,,Out of Stock,11.0
D,5589.0,4.08549234657089,In Stock,19.0
,894.0,,,17.0
,5496.0,1.2000743349750231,,14.0
,2779.0,4.3519521642179395,Out of Stock,45.0
,752.0,,In Stock,31.0
A,4745.0,,,5.0
,7978.0,3.8013183745189223,In Stock,32.0
B,6583.0,3.828275751544377,,36.0
,4874.0,,In Stock,48.0
,8777.0,3.312599490730886,,27.0
C,347.0,,Out of Stock,0.0
,,,,8.0
,7020.0,3.8917715764228493,In Stock,21.0
B,1973.0,4.273512441570138,,
C,3151.0,,,29.0
,7179.0,4.194326327519928,,20.0
,294.0,,In Stock,38.0
,3449.0,,In Stock,25.0
B,3166.0,,Out of Stock,20.0
,6922.0,,,40.0
,3695.0,,In Stock,4.0
,5828.0,,,
,5273.0,,In Stock,26.0
,5549.0,2.0480246745421957,In Stock,19.0
,1585.0,,,
,4676.0,1.2681833521580552,,19.0
,5071.0,2.7004978855606154,Out of Stock,27.0
,6691.0,2.1211579014232274,Out of Stock,39.0
,3065.0,,In Stock,29.0
,3516.0,,In Stock,28.0
B,1354.0,4.168446392320217,In Stock,14.0
C,879.0,,,47.0
C,6503.0,,In Stock,
,6397.0,4.529676871791372,Out of Stock,2.0
,247.0,3.5691108343334217,,26.0
A,3200.0,,,31.0
,5320.0,,In Stock,
,9076.0,,In Stock,38.0
,7930.0,,,38.0
,6582.0,,Out of Stock,6.0
C,9391.0,3.8640201472356996,In Stock,20.0
,4355.0,,,4.0
,4330.0,2.569388962423845,Out of Stock,5.0
,2962.0,1.9993910779447273,Out of Stock,
C,4990.0,3.354053530451088,In Stock,
D,6828.0,3.9503086081116607,,29.0
,2771.0,,Out of Stock,25.0
,3179.0,,Out of Stock,48.0
B,2763.0,,In Stock,16.0
,2224.0,,Out of Stock,25.0
,6786.0,4.778414495158703,Out of Stock,35.0
,1640.0,,Out of Stock,36.0
D,5103.0,,,3.0
A,3946.0,3.0769601298513116,Out of Stock,19.0
,,,Out of Stock,17.0
C,475.0,,,20.0
C,5682.0,,Out of Stock,6.0
A,,2.0269975923719152,,29.0
C,3208.0,1.7559539744236554,,30.0
C,7241.0,,,
,3798.0,,In Stock,
,1450.0,3.681593384350942,In Stock,4.0
C,9312.0,,Out of Stock,36.0
,6333.0,2.6003250446458672,In Stock,41.0
,6894.0,2.997893820621304,Out of Stock,45.0
,800.0,2.041203499213701,Out of Stock,26.0
,5001.0,,Out of Stock,18.0
C,1358.0,1.5106161458925813,In Stock,29.0
,7104.0,3.635080975809278,In Stock,47.0
,649.0,4.435194415432115,In Stock,
,9209.0,3.60590484556508,In Stock,21.0
,,1.0788900432711759,Out of Stock,21.0
C,4521.0,,Out of Stock,6.0
A,2047.0,2.8717484552718373,,42.0
C,1277.0,1.1596368501207963,,15.0
,1697.0,2.276089036005102,Out of Stock,34.0
D,1198.0,,In Stock,40.0
B,2449.0,,,44.0
B,1243.0,,In Stock,45.0
D,1090.0,,Out of Stock,40.0
,4751.0,2.182610294595057,In Stock,16.0
D,9562.0,,,
,2892.0,4.237935914472176,Out of Stock,34.0
A,3810.0,,,
,9502.0,,In Stock,44.0
A,3658.0,3.971626350415578,In Stock,3.0
D,5271.0,3.41348378152788,Out of Stock,25.0
,8450.0,1.9836253034792368,,11.0
,8465.0,1.7818961887580804,In Stock,
B,7708.0,3.3157853359823317,Out of Stock,
,8158.0,4.6568887360943645,In Stock,20.0
,5371.0,,Out of Stock,17.0
,2865.0,,,23.0
,7038.0,1.8861921034173923,In Stock,13.0
,4887.0,2.211875155548744,Out of Stock,18.0
,9441.0,,Out of Stock,32.0
B,2804.0,1.093120035659791,Out of Stock,42.0
,5520.0,,In Stock,47.0
,403.0,4.828010403935677,,20.0
,5048.0,,Out of Stock,28.0
,,3.5766317058627273,,46.0
,1526.0,,,45.0
B,4715.0,4.057045455412436,Out of Stock,30.0
C,3163.0,1.9300781864354621,In Stock,0.0
,,,Out of Stock,46.0
B,2807.0,1.3806677003779617,Out of Stock,34.0
D,3823.0,,In Stock,36.0
,5702.0,3.3490455314959346,In Stock,3.0
A,5755.0,4.3245839400566455,Out of Stock,3.0
A,3099.0,,Out of Stock,5.0
,5133.0,,Out of Stock,
B,2213.0,,,46.0
C,4158.0,,,34.0
A,4021.0,,Out of Stock,44.0
C,6886.0,,In Stock,18.0
,6240.0,,Out of Stock,27.0
,9525.0,,,13.0
A,1742.0,4.054814421396038,In Stock,49.0
B,1580.0,1.25118001037103,In Stock,20.0
,5997.0,,In Stock,10.0
,7089.0,2.4820747007698998,Out of Stock,16.0
,9926.0,4.161603407756768,In Stock,18.0
,5985.0,1.619002224250055,,15.0
,6216.0,3.7477908042668147,In Stock,24.0
,9867.0,2.0197411195299217,Out of Stock,45.0
,6388.0,3.215387337019516,Out of Stock,40.0
,416.0,,,5.0
,9784.0,1.892257089035776,,49.0
,1979.0,3.307428223822766,In Stock,22.0
D,9328.0,3.741103836206014,In Stock,
,6890.0,,Out of Stock,19.0
C,6321.0,,Out of Stock,21.0
,6174.0,,,39.0
D,336.0,2.7361140845927165,In Stock,40.0
,7308.0,,In Stock,26.0
A,6101.0,4.528658033155271,,17.0
,7910.0,,Out of Stock,35.0
B,7960.0,,,4.0
,4898.0,2.7313840037521033,,0.0
D,9288.0,2.047267595920572,In Stock,22.0
,8587.0,,,18.0
,9068.0,2.9422938023229386,,19.0
,,,,42.0
,1072.0,,Out of Stock,23.0
,7118.0,4.566901040014928,In Stock,45.0
C,9973.0,1.2009696043580629,Out of Stock,
C,892.0,1.3146708410929242,Out of Stock,41.0
D,6151.0,3.2384502324639404,In Stock,15.0
B,7612.0,,Out of Stock,30.0
,1208.0,,In Stock,41.0
B,9436.0,,Out of Stock,7.0
B,5182.0,1.827760519685472,Out of Stock,1.0
A,4481.0,,,11.0
C,2312.0,3.3255622754078424,Out of Stock,16.0
D,8314.0,4.471499097810922,,7.0
,6398.0,1.9385291951831984,Out of Stock,8.0
,2770.0,,,
,2603.0,,,
,8300.0,3.2552429557528915,Out of Stock,25.0
,6462.0,4.319044598821734,,12.0
A,112.0,3.7344032317676907,Out of Stock,23.0
,6288.0,4.902741921224903,Out of Stock,2.0
D,795.0,,Out of Stock,8.0
A,1516.0,,In Stock,14.0
B,9752.0,4.465997245320272,In Stock,29.0
A,7535.0,2.6847558263455036,In Stock,13.0
C,6679.0,,In Stock,21.0
,9725.0,,Out of Stock,49.0
D,7628.0,,,15.0
B,6602.0,1.6291957035822064,Out of Stock,28.0
,8104.0,3.172666912617823,In Stock,23.0
,4197.0,,,15.0
,9522.0,,,29.0
,6951.0,,Out of Stock,32.0
,5351.0,,In Stock,1.0
,7740.0,,Out of Stock,16.0
,5409.0,1.124400293587282,In Stock,9.0
,6005.0,,In Stock,
C,3675.0,,In Stock,16.0
,9989.0,2.084323978313434,Out of Stock,
,654.0,,,14.0
A,6129.0,3.733946610175,Out of Stock,7.0
B,2775.0,,,11.0
,6874.0,4.616561392155285,Out of Stock,44.0
,4404.0,,In Stock,13.0
,774.0,,Out of Stock,11.0
A,5319.0,3.0140131301536766,In Stock,
A,286.0,,In Stock,22.0
,4979.0,,,
,9634.0,,Out of Stock,22.0
D,2497.0,,In Stock,
,8326.0,3.8185287500621707,,12.0
,4276.0,,Out of Stock,
,4602.0,1.7103449055275513,In Stock,
,4720.0,2.5564198100924322,Out of Stock,46.0
,4005.0,2.3009687184523266,Out of Stock,11.0
C,9177.0,3.929974909441814,,42.0
,6506.0,,,21.0
,1179.0,,Out of Stock,6.0
,131.0,,In Stock,39.0
C,9841.0,3.8094137869601727,In Stock,42.0
D,7648.0,3.1076045243129116,Out of Stock,20.0
,500.0,,Out of Stock,27.0
,7023.0,1.4422156974904419,Out of Stock,49.0
,5772.0,1.0797288966072531,Out of Stock,24.0
,7677.0,3.617867881822336,Out of Stock,35.0
C,5357.0,,Out of Stock,33.0
,2676.0,,Out of Stock,33.0
,1898.0,,,24.0
,404.0,,In Stock,32.0
,8368.0,,,36.0
B,3282.0,,Out of Stock,49.0
,3582.0,4.858589462029305,,4.0
D,3890.0,,,46.0
,2828.0,,,23.0
,8503.0,3.7288155035087027,In Stock,
,1216.0,,In Stock,32.0
,551.0,,,
,6248.0,,,15.0
,7957.0,3.7114014800255144,,1.0
B,6456.0,4.790299401611351,Out of Stock,15.0
A,,,Out of Stock,48.0
,2652.0,,,34.0
C,624.0,1.1772988848547423,Out of Stock,40.0
C,1801.0,4.852242151770946,In Stock,18.0
,3303.0,,Out of Stock,1.0
,7488.0,,Out of Stock,
,1293.0,1.518004065443498,,44.0
D,1172.0,,Out of Stock,24.0
,9812.0,,,29.0
B,7431.0,3.5174456287046185,Out of Stock,20.0
,6956.0,,Out of Stock,16.0
,9012.0,,Out of Stock,21.0
,8412.0,,Out of Stock,31.0
,9083.0,,,44.0
,7418.0,,In Stock,36.0
B,8711.0,4.488839993338615,In Stock,5.0
,4384.0,1.2345849412986252,Out of Stock,25.0
B,6204.0,3.803964327321224,In Stock,27.0
,5235.0,3.1558870151813907,In Stock,32.0
C,4162.0,1.5069869466695924,,23.0
A,108.0,,,24.0
,2278.0,,,28.0
C,2279.0,4.508940519345201,,2.0
D,6423.0,3.1048526003526202,,25.0
,225.0,,Out of Stock,39.0
,6803.0,1.6051417014423355,Out of Stock,14.0
D,5341.0,1.0571722325695556,In Stock,49.0
C,2841.0,4.608064614784771,Out of Stock,4.0
,7862.0,1.2801102975458973,,37.0
,5647.0,2.381149848580712,,3.0
,7018.0,1.6899041215467308,,
C,1408.0,,In Stock,33.0
A,3118.0,3.5562250665199957,Out of Stock,49.0
B,2875.0,2.6846062729408633,In Stock,13.0
,8488.0,,Out of Stock,37.0
,3392.0,1.478412039981262,In Stock,14.0
,1936.0,,,32.0
,7578.0,,Out of Stock,35.0
,4910.0,1.3206883281148407,In Stock,7.0
,2142.0,3.215238093113683,,
C,7834.0,,,30.0
D,2626.0,2.3712130046018745,Out of Stock,22.0
C,3343.0,,,6.0
B,3382.0,4.054222015586505,Out of Stock,
,4173.0,,Out of Stock,28.0
B,9660.0,1.6029732109621286,In Stock,13.0
A,1270.0,,In Stock,41.0
C,5952.0,,,41.0
