satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Loyal Customer,47,Business travel,Business,3277,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,3081,2,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,25,Business travel,Eco,2259,5,1,1,1,5,5,5,5,4,1,2,2,4,5,0,0.0
satisfied,Loyal Customer,25,Business travel,Eco,1791,5,3,3,3,5,5,5,5,5,4,1,5,1,5,0,29.0
satisfied,Loyal Customer,25,Business travel,Eco,2572,5,4,4,4,5,5,5,5,1,3,1,2,3,5,0,2.0
satisfied,Loyal Customer,25,Business travel,Eco,2509,5,3,3,3,5,5,5,5,2,1,1,1,5,5,15,44.0
satisfied,Loyal Customer,25,Business travel,Eco Plus,1556,5,1,1,1,5,5,5,5,2,5,1,1,4,5,4,0.0
satisfied,Loyal Customer,25,Business travel,Eco,2410,5,5,5,5,5,5,5,5,2,1,2,1,1,5,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,1687,4,4,4,4,4,5,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2635,4,4,4,4,2,4,5,5,5,5,5,3,5,4,15,17.0
satisfied,Loyal Customer,59,Business travel,Business,2982,2,2,2,2,3,4,5,5,5,5,5,4,5,4,26,22.0
satisfied,Loyal Customer,50,Business travel,Business,3910,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,6.0
satisfied,Loyal Customer,41,Business travel,Business,2002,4,4,4,4,4,5,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,259,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,1620,1,1,1,1,2,3,5,5,5,5,5,2,5,3,0,0.0
satisfied,Loyal Customer,34,Business travel,Business,3698,5,5,5,5,3,4,5,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,1591,1,1,3,1,2,4,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,64,Business travel,Business,1657,2,2,2,2,4,4,5,5,5,5,5,4,5,4,37,41.0
satisfied,Loyal Customer,48,Business travel,Business,208,1,1,1,1,3,5,5,5,5,5,5,2,5,3,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,3756,5,5,5,5,4,5,5,5,5,5,5,3,5,3,4,1.0
satisfied,Loyal Customer,44,Business travel,Business,228,2,2,2,2,1,2,5,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,2657,3,3,3,3,4,4,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,3773,5,5,5,5,2,1,4,5,5,5,5,4,5,3,21,31.0
satisfied,Loyal Customer,41,Business travel,Business,1637,5,5,5,5,3,4,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,40,Business travel,Business,247,5,5,5,5,5,4,5,5,5,5,5,3,5,1,78,77.0
satisfied,Loyal Customer,38,Business travel,Business,2148,5,5,5,5,5,5,5,3,1,5,3,5,5,5,157,
satisfied,Loyal Customer,42,Business travel,Business,2095,4,4,4,4,1,5,3,5,5,5,5,5,5,2,52,52.0
satisfied,Loyal Customer,39,Business travel,Business,237,4,4,4,4,3,4,5,5,5,5,5,5,5,5,25,19.0
satisfied,Loyal Customer,45,Business travel,Business,235,4,4,4,4,2,3,5,5,5,5,5,1,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,3176,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,7.0
satisfied,Loyal Customer,36,Business travel,Business,207,2,2,2,2,5,3,4,5,5,5,5,5,5,4,54,36.0
satisfied,Loyal Customer,53,Business travel,Business,234,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,3739,1,1,1,1,2,4,4,5,5,5,5,3,5,4,6,0.0
satisfied,Loyal Customer,46,Business travel,Business,3818,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,24,Business travel,Eco,889,5,4,4,4,5,5,5,5,3,5,4,5,2,5,0,0.0
satisfied,Loyal Customer,24,Business travel,Eco Plus,2680,5,5,5,5,5,5,5,5,3,5,2,2,3,5,0,0.0
satisfied,Loyal Customer,24,Business travel,Eco,2676,5,2,1,1,5,5,5,5,3,4,4,4,5,5,0,6.0
satisfied,Loyal Customer,24,Business travel,Eco,1998,5,4,5,4,5,5,5,5,2,2,1,5,5,5,0,0.0
satisfied,Loyal Customer,24,Business travel,Eco,1614,5,5,2,2,5,5,5,5,4,2,5,3,4,5,0,0.0
satisfied,Loyal Customer,24,Business travel,Eco Plus,1975,5,2,2,2,5,5,5,5,3,5,5,2,5,5,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,3847,1,1,1,1,2,4,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,34,Business travel,Business,2731,3,3,3,3,2,3,5,5,5,5,5,1,5,3,68,63.0
satisfied,Loyal Customer,25,Business travel,Business,1453,2,2,2,2,5,5,5,5,5,3,5,4,4,5,96,86.0
satisfied,Loyal Customer,61,Business travel,Business,3020,5,2,5,5,5,2,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,2113,2,2,2,2,5,4,4,5,5,5,5,4,5,4,13,12.0
satisfied,Loyal Customer,50,Business travel,Business,2389,4,4,4,4,2,5,4,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,2990,1,1,1,1,2,5,4,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,225,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,3636,2,2,2,2,4,2,4,5,5,5,5,4,5,2,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,228,5,5,5,5,4,5,1,5,5,5,5,1,5,1,0,27.0
satisfied,Loyal Customer,47,Business travel,Business,3012,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,2550,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,37,Business travel,Business,3530,1,1,4,1,2,4,3,5,5,5,5,1,5,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,203,5,5,5,5,2,5,5,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,1812,4,4,4,4,4,4,4,5,5,5,5,4,5,5,56,53.0
satisfied,Loyal Customer,40,Business travel,Business,229,2,2,4,2,3,5,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,33,Business travel,Business,2018,1,1,3,1,5,5,5,5,5,2,5,3,5,5,0,0.0
satisfied,Loyal Customer,58,Business travel,Business,214,3,3,4,3,4,4,4,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,232,1,1,1,1,3,3,3,5,5,5,5,2,5,2,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,225,5,5,5,5,2,5,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2603,2,2,2,2,3,5,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,213,3,3,3,3,5,4,5,5,5,5,5,3,5,4,8,6.0
satisfied,Loyal Customer,40,Business travel,Business,3339,5,5,5,5,2,4,5,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,3472,5,5,4,5,5,4,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,56,Business travel,Business,2867,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,87,1,1,5,1,4,1,3,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2885,5,2,5,5,2,4,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,33,Business travel,Business,1826,4,4,4,4,5,5,5,5,5,3,4,5,5,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,3906,4,4,4,4,2,2,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,88,5,5,5,5,2,4,5,5,5,5,5,5,5,5,33,29.0
satisfied,Loyal Customer,57,Business travel,Business,3291,5,5,5,5,4,5,5,5,5,5,5,2,5,3,0,0.0
satisfied,Loyal Customer,37,Business travel,Business,209,2,2,2,2,2,2,2,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,69,3,3,3,3,3,5,2,5,5,5,5,2,5,1,0,0.0
satisfied,Loyal Customer,22,Business travel,Eco,1284,5,1,1,1,5,5,5,5,5,5,4,2,1,5,0,0.0
satisfied,Loyal Customer,22,Business travel,Eco,1442,5,3,1,3,5,5,5,5,3,3,2,1,4,5,0,0.0
satisfied,Loyal Customer,22,Business travel,Eco,2506,5,4,2,2,5,5,5,5,2,1,1,5,2,5,126,206.0
satisfied,Loyal Customer,22,Business travel,Eco,2875,5,5,5,5,5,5,5,5,5,2,3,4,4,5,25,0.0
satisfied,Loyal Customer,22,Business travel,Eco,1719,5,5,5,5,5,5,5,5,4,2,2,1,4,5,13,4.0
satisfied,Loyal Customer,22,Business travel,Eco Plus,1173,5,4,4,4,5,5,5,5,5,2,1,5,5,5,3,0.0
satisfied,Loyal Customer,51,Business travel,Business,204,2,2,4,2,4,5,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,98,2,2,2,2,2,5,5,5,5,5,5,4,5,4,65,67.0
satisfied,Loyal Customer,43,Business travel,Business,3088,2,2,2,2,2,3,1,5,5,5,5,3,5,2,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,2520,3,3,5,3,5,4,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2368,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,205,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,97,4,4,4,4,3,5,1,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2727,1,1,1,1,1,5,2,5,5,5,5,1,5,1,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,61,1,1,1,1,3,4,2,5,5,5,5,5,5,3,29,11.0
satisfied,Loyal Customer,30,Business travel,Business,1324,3,3,3,3,5,5,5,5,1,2,2,4,1,5,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1709,2,2,3,2,4,2,5,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,68,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,3.0
satisfied,Loyal Customer,48,Business travel,Business,2932,5,5,5,5,2,5,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,1898,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,86,1,1,1,1,1,5,3,5,5,5,5,2,5,1,21,23.0
satisfied,Loyal Customer,42,Business travel,Business,3732,3,4,3,3,5,2,1,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,21,Business travel,Eco,2306,5,3,3,3,5,5,5,5,5,2,4,5,1,5,7,0.0
satisfied,Loyal Customer,52,Business travel,Business,1565,1,1,4,1,3,4,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,57,2,2,2,2,4,5,4,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,40,Business travel,Business,55,1,1,1,1,3,4,5,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,2824,3,3,3,3,4,4,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,20,Business travel,Eco,1884,5,4,4,4,5,5,5,5,4,3,5,5,1,5,0,5.0
satisfied,Loyal Customer,49,Business travel,Business,3984,1,1,1,1,2,5,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1550,3,3,3,3,4,5,4,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,3369,1,3,1,1,4,5,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,2897,2,2,2,2,5,5,5,5,5,5,5,4,5,5,15,23.0
satisfied,Loyal Customer,51,Business travel,Business,3560,5,5,4,5,3,4,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,19,Business travel,Eco Plus,1792,5,4,4,4,5,5,5,5,4,5,3,4,1,5,6,0.0
satisfied,Loyal Customer,19,Business travel,Eco Plus,1719,5,3,4,3,5,5,5,5,3,1,5,1,5,5,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,94,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,77,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,88,4,4,4,4,2,3,1,5,5,5,5,1,5,3,0,0.0
satisfied,Loyal Customer,61,Business travel,Business,129,3,3,3,3,4,4,3,5,5,5,5,3,5,2,60,60.0
satisfied,Loyal Customer,59,Business travel,Business,2299,2,2,2,2,3,4,4,5,5,5,5,5,5,4,12,8.0
satisfied,Loyal Customer,50,Business travel,Business,2104,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,3327,2,2,5,2,5,4,4,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,53,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,2008,5,5,5,5,3,4,1,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,30,Business travel,Business,1006,1,1,1,1,5,5,5,5,1,3,1,2,1,5,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2244,1,1,1,1,3,3,2,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,3602,2,2,4,2,4,1,3,5,5,5,5,2,5,5,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,66,3,3,3,3,4,4,1,5,5,5,5,5,5,4,16,25.0
satisfied,Loyal Customer,17,Business travel,Eco,2162,5,3,3,3,5,5,5,5,2,1,5,2,1,5,28,
satisfied,Loyal Customer,17,Business travel,Eco Plus,2153,5,2,2,2,5,5,5,5,1,4,2,2,3,5,0,0.0
satisfied,Loyal Customer,17,Business travel,Eco,1645,5,3,3,3,5,5,5,5,1,1,1,5,5,5,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,3126,4,4,4,4,1,3,1,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,3437,3,3,5,3,1,2,3,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,37,Business travel,Business,2125,5,5,5,5,5,3,5,5,5,5,5,1,5,2,0,0.0
satisfied,Loyal Customer,16,Business travel,Eco,2074,5,1,1,1,5,5,5,5,5,1,2,1,3,5,0,0.0
satisfied,Loyal Customer,17,Business travel,Business,1242,3,3,3,3,5,5,5,5,2,2,5,2,2,5,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,2609,2,2,2,2,4,4,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,1738,2,2,2,2,2,5,5,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,52,Business travel,Business,1970,3,3,3,3,3,5,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2310,4,4,4,4,4,1,1,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,53,Business travel,Business,1669,5,5,5,5,4,4,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,2247,3,3,3,3,2,3,1,5,5,5,5,5,5,5,6,3.0
satisfied,Loyal Customer,33,Business travel,Business,2213,4,4,4,4,3,2,5,5,5,5,5,3,5,2,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,80,5,5,5,5,1,2,5,5,5,5,5,1,5,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,84,4,1,4,4,4,4,5,5,5,5,5,5,5,5,5,0.0
satisfied,Loyal Customer,46,Business travel,Business,3566,4,4,4,4,3,2,4,5,5,5,5,5,5,1,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,3188,3,3,4,3,1,2,2,5,5,5,5,5,5,1,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,3055,5,5,5,5,5,5,5,5,3,2,4,3,4,5,0,0.0
satisfied,Loyal Customer,56,Business travel,Business,97,5,5,5,5,3,4,3,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,33,Business travel,Business,91,5,5,4,5,1,3,4,5,5,5,5,2,5,5,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2498,1,1,1,1,5,5,4,5,5,5,5,5,5,3,9,17.0
satisfied,Loyal Customer,80,Business travel,Eco Plus,1278,5,3,3,3,5,5,5,5,3,5,3,5,2,5,0,0.0
satisfied,Loyal Customer,27,Business travel,Business,5014,3,3,3,3,5,5,5,4,4,3,3,5,5,5,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,3803,3,3,3,3,5,5,5,3,5,3,4,5,4,5,0,0.0
satisfied,Loyal Customer,21,Business travel,Business,4772,2,2,2,2,5,5,5,3,3,3,4,5,3,5,40,20.0
satisfied,Loyal Customer,36,Business travel,Business,3448,1,1,1,1,5,5,5,4,5,3,4,5,5,5,0,0.0
satisfied,Loyal Customer,79,Business travel,Eco,1369,5,4,4,4,5,5,5,5,1,1,4,5,5,5,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2928,4,5,4,4,5,5,5,4,3,3,5,5,5,5,11,0.0
satisfied,Loyal Customer,54,Business travel,Business,2944,4,4,4,4,4,5,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,46,Business travel,Business,2954,1,1,1,1,5,5,5,3,5,3,5,5,4,5,4,9.0
satisfied,Loyal Customer,58,Business travel,Business,2887,3,3,3,3,5,5,5,4,3,3,4,5,5,5,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2802,3,3,3,3,5,5,5,2,4,3,3,5,2,5,0,0.0
satisfied,Loyal Customer,64,Business travel,Business,2761,3,3,4,3,4,5,4,5,5,5,5,5,5,4,20,17.0
satisfied,Loyal Customer,51,Business travel,Business,2745,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75.0
satisfied,Loyal Customer,48,Business travel,Business,2713,5,5,5,5,5,5,4,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,40,Business travel,Business,2724,3,3,3,3,5,5,5,3,4,3,5,5,4,5,63,54.0
satisfied,Loyal Customer,40,Business travel,Business,2718,3,3,2,3,5,5,5,3,2,5,4,5,5,5,7,0.0
satisfied,Loyal Customer,35,Business travel,Business,2743,5,5,4,5,1,4,5,5,5,5,5,4,5,1,0,0.0
satisfied,Loyal Customer,75,Business travel,Eco,84,5,1,1,1,5,4,2,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,4004,5,5,5,5,5,5,5,5,4,2,4,5,5,5,0,0.0
satisfied,Loyal Customer,74,Business travel,Eco,613,5,1,1,1,2,4,5,5,5,5,5,2,5,2,0,5.0
satisfied,Loyal Customer,74,Business travel,Eco Plus,123,5,5,5,5,2,5,2,5,5,5,5,2,5,2,0,0.0
satisfied,Loyal Customer,58,Business travel,Business,2665,3,3,3,3,5,5,3,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,73,Business travel,Eco,1179,5,4,4,4,4,2,3,5,5,5,5,5,5,2,0,0.0
satisfied,Loyal Customer,73,Business travel,Eco Plus,249,5,1,1,1,3,2,2,5,5,5,5,2,5,3,4,4.0
satisfied,Loyal Customer,60,Business travel,Business,2662,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2660,4,4,4,4,3,3,2,5,5,5,5,1,5,5,12,0.0
satisfied,Loyal Customer,51,Business travel,Business,2643,5,5,5,5,1,5,1,5,5,5,5,5,5,2,0,0.0
satisfied,Loyal Customer,18,Business travel,Business,3805,2,2,2,2,5,5,5,3,4,4,5,5,3,5,5,7.0
satisfied,Loyal Customer,33,Business travel,Business,2622,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0
satisfied,Loyal Customer,72,Business travel,Eco,1419,5,3,3,3,5,5,5,5,2,4,3,4,1,5,0,0.0
satisfied,Loyal Customer,69,Business travel,Business,2600,5,5,2,5,5,5,5,4,5,3,5,5,3,5,0,0.0
satisfied,Loyal Customer,60,Business travel,Business,2628,3,1,3,3,4,4,4,5,5,5,5,3,5,3,0,2.0
satisfied,Loyal Customer,53,Business travel,Business,2611,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,71,Business travel,Eco,385,5,1,1,1,3,4,1,5,5,5,5,5,5,1,0,0.0
satisfied,Loyal Customer,71,Business travel,Eco,69,5,1,1,1,5,5,4,5,5,5,5,4,5,2,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,2636,5,5,5,5,4,5,1,5,5,5,5,2,5,4,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,2596,5,5,5,5,5,5,5,4,5,5,4,5,3,5,60,51.0
satisfied,Loyal Customer,47,Business travel,Business,2613,1,1,1,1,3,3,5,5,5,5,5,4,5,3,2,0.0
satisfied,Loyal Customer,42,Business travel,Business,2597,1,1,1,1,5,5,5,4,2,4,4,5,5,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,2623,2,2,2,2,5,3,4,5,5,5,5,3,5,4,0,3.0
satisfied,Loyal Customer,36,Business travel,Business,2608,2,2,2,2,2,3,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,70,Business travel,Eco,317,5,5,5,5,1,5,4,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,4152,1,1,1,1,5,5,5,4,2,4,4,5,4,5,16,5.0
satisfied,Loyal Customer,58,Business travel,Business,2625,3,3,2,3,3,3,4,5,5,5,5,3,5,4,10,0.0
satisfied,Loyal Customer,43,Business travel,Business,2632,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,2620,3,3,3,3,5,5,5,5,2,4,5,5,5,5,67,79.0
satisfied,Loyal Customer,39,Business travel,Business,2629,2,2,2,2,2,4,4,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,2592,5,1,5,5,3,5,5,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,3694,3,3,3,3,5,5,5,5,3,2,5,3,4,5,0,0.0
satisfied,Loyal Customer,13,Business travel,Business,4398,2,2,5,2,5,5,5,5,4,2,3,4,5,5,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,2593,5,5,2,5,4,4,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,54,Business travel,Business,2570,2,2,2,2,5,5,5,5,2,5,5,5,3,5,23,26.0
satisfied,Loyal Customer,69,Business travel,Eco Plus,1576,5,5,5,5,5,5,5,5,1,3,1,5,4,5,0,0.0
satisfied,Loyal Customer,44,Business travel,Business,2575,1,1,1,1,5,5,5,4,4,4,5,5,3,5,0,2.0
satisfied,Loyal Customer,43,Business travel,Business,2573,2,2,2,2,4,3,4,5,5,5,5,3,5,5,1,0.0
satisfied,Loyal Customer,35,Business travel,Business,4159,5,2,5,5,5,5,5,3,5,5,5,5,3,5,177,149.0
satisfied,Loyal Customer,20,Business travel,Business,3862,1,1,1,1,5,5,5,4,3,3,5,5,3,5,30,32.0
satisfied,Loyal Customer,58,Business travel,Business,2598,2,2,4,2,4,3,4,5,5,5,5,4,5,3,38,0.0
satisfied,Loyal Customer,68,Business travel,Eco,1072,5,2,2,2,3,1,3,5,5,5,5,1,5,5,0,0.0
satisfied,Loyal Customer,68,Business travel,Eco Plus,679,5,3,3,3,3,1,4,5,5,5,5,5,5,5,26,12.0
satisfied,Loyal Customer,68,Business travel,Eco,1556,5,2,2,2,5,5,5,5,4,5,3,5,3,5,0,0.0
satisfied,Loyal Customer,68,Business travel,Eco,1139,5,1,1,1,5,5,5,5,1,1,4,3,1,5,10,7.0
satisfied,Loyal Customer,32,Business travel,Business,4081,2,2,2,2,5,5,5,5,3,3,4,3,5,5,0,0.0
satisfied,Loyal Customer,32,Business travel,Business,4261,1,4,1,1,5,5,5,5,4,5,5,3,5,5,5,0.0
satisfied,Loyal Customer,31,Business travel,Business,3846,3,3,3,3,5,5,5,5,5,2,5,3,5,5,0,0.0
satisfied,Loyal Customer,49,Business travel,Business,2545,3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0.0
satisfied,Loyal Customer,58,Business travel,Business,2547,3,3,3,3,5,4,4,5,5,5,5,4,5,3,6,23.0
satisfied,Loyal Customer,53,Business travel,Business,2558,2,2,2,2,5,5,5,3,5,5,4,5,3,5,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,2559,2,2,4,2,4,5,4,5,5,5,5,5,5,3,5,0.0
satisfied,Loyal Customer,67,Business travel,Eco,2373,5,2,2,2,5,5,5,5,5,4,2,4,4,5,33,26.0
satisfied,Loyal Customer,67,Business travel,Eco Plus,814,5,1,1,1,1,3,4,5,5,5,5,1,5,5,14,5.0
satisfied,Loyal Customer,67,Business travel,Eco,207,5,3,3,3,1,2,5,5,5,5,5,3,5,3,0,0.0
satisfied,Loyal Customer,34,Business travel,Business,2551,2,2,2,2,2,5,5,5,5,5,5,4,5,3,97,78.0
satisfied,Loyal Customer,26,Business travel,Business,3827,1,1,1,1,5,5,5,5,3,4,3,1,1,5,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,2504,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2521,5,5,5,5,5,5,4,5,5,5,5,5,5,5,34,19.0
satisfied,Loyal Customer,40,Business travel,Business,2509,5,5,4,5,3,5,5,5,5,5,5,5,5,3,0,0.0
satisfied,Loyal Customer,25,Business travel,Business,4102,5,5,5,5,5,5,5,5,3,5,4,5,3,5,0,8.0
satisfied,Loyal Customer,66,Business travel,Eco Plus,547,5,5,5,5,4,2,1,5,5,5,5,3,5,1,0,0.0
satisfied,Loyal Customer,66,Business travel,Eco,429,5,1,1,1,4,1,2,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,56,Business travel,Business,2499,4,4,4,4,5,5,5,5,4,4,4,5,4,5,0,0.0
satisfied,Loyal Customer,55,Business travel,Business,2488,5,5,4,5,5,5,5,3,4,3,4,5,3,5,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,2482,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,10.0
satisfied,Loyal Customer,44,Business travel,Business,2521,2,2,2,2,5,5,5,4,5,4,4,5,4,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2476,3,3,3,3,4,3,4,5,5,5,5,4,5,5,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,2505,5,5,5,5,2,4,5,5,5,5,5,3,5,5,0,0.0
